movie_id,predictions
5632884,0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 0
6258479,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7347460,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7537280,1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0
8316422,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
8869015,1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
10934072,0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
11270479,1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0
13555251,1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
13873910,1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
14359394,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0
14440290,0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
16994537,0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0
17478415,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
19950293,1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0
21411112,0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
23598840,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
23780258,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24204860,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
24537445,1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0
27405104,0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
28408035,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
29687012,0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0
32484499,1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0
35460624,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
35944061,0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1
37302868,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1
242525,0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0
1223711,1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 0 0 0
1353062,0 1 0 0 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0
1898832,1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0
2195094,0 1 0 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0 0 1
2220448,1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0
2295249,1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0
2638660,0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1
2721086,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
3150498,0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1 0 0 1 1
3156227,0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 1 0 0 1 1
3395769,1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 1
5499192,0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1
5550410,1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1
9347344,0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0
9489041,1 0 0 1 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0
10402747,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
12233390,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
15223564,1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
15476834,0 1 0 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0
17061845,0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0
18165825,1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0
18515623,1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1
18769044,1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0
18884961,0 1 0 1 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1
20120174,1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0
21725564,1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1
23813576,0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 0 0 0
24147198,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
25085189,0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1
25090684,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
25565186,0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 0 0
26018309,0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0
27216746,1 0 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 0 1 1
28085067,0 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1
28695611,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1
29744735,0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0
30553565,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
30743660,1 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0
31743981,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
32204201,1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
35854402,1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1 1
70091,0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0
76313,0 1 0 1 1 1 0 1 0 0 1 1 0 1 0 1 0 0 0 1
593184,0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1
1120730,1 1 0 1 1 1 0 0 0 1 1 1 0 1 0 1 0 0 0 1
1273572,0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0
1925869,0 1 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0
2485103,0 1 0 0 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0
4324255,0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
4750994,0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0
5844700,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0
6283540,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6584119,0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 0 0 0 0
11784534,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
12224834,1 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0
14136601,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0
14222317,1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1
15132754,0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0
16439424,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
16686440,0 0 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1
19958360,0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 1 1
21620211,1 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1
23856529,0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0
24640712,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
27872328,0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0
28832153,1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0
31523947,1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1
32211779,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
33231905,0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
33956317,1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
34155927,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
917363,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1613987,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2100486,0 1 0 1 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1
2621781,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3342111,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3844809,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
3932594,0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1
5296875,0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1
5603193,0 1 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0 1 1
5828557,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7839959,1 0 0 0 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0
11546067,1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
11698816,1 0 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0
12141318,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
12429317,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
16731304,1 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 0 0 0
20357059,0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
20406604,0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
20530024,0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 1 0 0 0 1
20611557,1 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0
20896389,1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1
21266572,1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0
21441296,1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 1 0 1 0 0
23117383,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
25757145,0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0
26665823,0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0
30519609,1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0
31941988,0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0
32416906,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
34087468,0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0
34992178,1 1 1 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 1
129585,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
437840,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
499431,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1356647,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1394167,1 0 0 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0
1777408,0 1 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0
1944643,0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0
2199665,0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0
2615493,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
3319694,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
3923568,1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0
4119854,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
5125761,0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
5179763,0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 0 0
5667692,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6273905,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6299001,0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
6717398,0 0 0 0 1 1 1 0 0 0 0 1 1 0 0 1 0 1 0 0
8291759,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
8896262,0 1 0 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 1
9015927,1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0
9029417,0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0
9477743,0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1
9905852,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
10537013,1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 1
10565718,1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0
10708743,0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
11132239,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
11143131,1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
11143220,1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0
11507219,0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
11718158,1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1
12035515,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
13487382,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
14708426,1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
14760548,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
15801310,1 0 0 0 1 1 1 0 1 0 1 1 1 0 0 1 0 1 0 0
16038065,1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0
16166246,1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0
18607185,1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 1 0
20186742,1 1 0 0 0 1 0 0 0 0 1 1 1 1 0 1 0 1 0 1
22265300,1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
23092690,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
25214913,0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
25977476,1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
26356319,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
28028689,1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0
30470501,0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0
30859718,1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0
31323048,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
31499768,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0
32638698,1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0
220521,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
434542,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
673407,0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 0 0
702117,0 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0
1436536,0 1 0 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1
1504619,1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0
1665781,1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
1704120,0 1 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0
1962913,0 1 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0
2511267,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
2569670,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
2809621,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2820813,1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
2826307,0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
3326078,0 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1
3543802,1 1 1 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1
5216204,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
5587473,0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0
6143174,1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0
7111027,1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0
7730324,1 0 0 1 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 1
7990625,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0
8015443,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
8982899,0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0
9141195,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
10691381,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1
11050727,1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1
12097185,0 1 0 1 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0
13003927,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0
13299171,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
13919407,1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0
15553721,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
16846937,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
17891259,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
18115086,0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1
19200326,0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0
19285459,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21589124,1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0
24110107,1 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 0 0 0 0
24228738,1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 0
24796776,1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0
26486347,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
26675803,1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1
27954029,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
30873754,0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
31434127,1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0
31689132,1 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0
32357827,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0
34269763,0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
35014197,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
35699958,0 1 0 0 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0
21180,0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1
476640,1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 1 0 0 0 0
667194,0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0
781219,0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 0 0 0 1
1150634,1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0
3084973,0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
3602322,1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1
3984733,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3997782,1 0 0 0 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0
5023723,1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 1
5262180,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
5557065,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6305925,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
6416597,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
8981188,0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0
10085500,1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0
11545308,0 0 0 0 1 1 1 1 0 0 1 1 1 0 0 1 0 1 0 0
11564856,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
12010187,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
12121822,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
13757894,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
17682449,0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0
18258415,1 0 1 0 1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0
18290593,1 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1
18832483,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
19844332,1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1
23689509,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
23992427,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
24374818,1 0 0 0 1 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0
25721019,1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1
25913752,1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1
26066433,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
26112364,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
26138411,0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1
26219108,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
26600932,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
27953573,0 1 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1
32401769,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
33778072,1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1
34971552,1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0
35189883,0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
474527,1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0
1173339,0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 0 1 1
1425483,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
2664825,0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0
3007132,0 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1
3722586,0 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0
4228739,1 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 0 0 0 0
4611346,1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0
5221632,1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
7269566,0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0
9531428,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
11604193,1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0
11901104,0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1
11952667,0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0
12289802,1 1 0 0 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 1
14237082,0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
14674285,1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
14838516,1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0
15769706,0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 0 0 0 0
15810661,0 1 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 1
16749397,1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0
16776226,1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0
17884388,1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0
19299838,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
20518266,1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 1 0
20948918,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
22359916,0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
22960044,1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
23207948,0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0
26068611,0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0
28225154,1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
31321940,0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
31481142,1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1
32584198,1 1 1 1 0 1 0 1 0 0 1 1 0 1 1 1 0 0 1 1
33709032,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
35288836,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0
67420,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
74858,1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0
1039551,0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0
1732642,1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1
2091487,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
2091940,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2903798,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3734733,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
